property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,shopping_center_id,distance_to_sc,train_station_id,distance_to_train_station,travel_min_to_CBD,transfer_flag,hospital_id,distance_to_hospital,supermarket_id,distance_to_supermaket
806.0,-37.80746,144.885065,3 Harold Street,SEDDON,11760000.0,house,2016,5.0,3.0,1.0,SC_043,2907,20023,515,19,0,hospital_056,1310,S_201,1565
54781.0,-37.819266999999996,145.026483,90 Power Street,HAWTHORN,7695000.0,house,2011,5.0,2.0,3.0,SC_083,1019,19905,462,19,0,hospital_086,493,S_208,1001
77480.0,-37.928661,145.200736,13 Miners Court,MULGRAVE,9800000.0,house,2014,4.0,3.0,2.0,SC_073,2626,19890,4409,48,0,hospital_161,1651,S_067,1519
50071.0,-37.7656517,145.0950165,24 Pleasant Road,BULLEEN,5536000.0,house,2009,4.0,2.0,2.0,SC_009,345,19936,3827,27,0,hospital_193,2349,S_154,444
62380.0,-37.823092,145.229181,9 Ireland Street,RINGWOOD,11610000.0,house,2016,4.0,2.0,2.0,SC_032,946,19902,659,44,0,hospital_105,1894,S_040,1019
23033.0,-37.736177,144.975097,60 Woiwurung Crescent,COBURG,5340000.0,house,2015,2.0,2.0,1.0,SC_030,2800,19964,1385,30,0,hospital_144,1886,S_030,1117
78845.0,-37.946734,145.153571,225 Springvale Road,SPRINGVALE,8755000.0,house,2016,3.0,1.0,2.0,SC_057,4743,19913,253,43,0,hospital_124,3525,S_075,653
10071.0,-37.786245,144.926381,14 Marshall Street,FLEMINGTON,12530000.0,house,2011,3.0,2.0,2.0,SC_011,1192,20040,305,0,0,hospital_114,880,S_086,187
68295.0,-37.8548851,145.0228729,13 Moorhouse Street,ARMADALE,23200000.0,house,2009,3.0,2.0,2.0,SC_038,2086,19945,419,23,0,hospital_092,1013,S_235,828
93781.0,-37.9939031,145.0768461,Lot 380 Como Parade West,PARKDALE,6315000.0,house,2012,2.0,1.0,2.0,SC_003,2484,19864,94,40,0,hospital_001,537,S_003,897
34330.0,-37.702833,145.029432,22 Inverness Street,RESERVOIR,6480000.0,house,2013,3.0,2.0,3.0,SC_047,3259,20008,2084,36,0,hospital_025,2000,S_225,2015
50424.0,-37.780911,145.102549,9  Tobruk Street,BULLEEN,16480000.0,house,2015,3.0,1.0,1.0,SC_009,1828,19896,3532,33,0,hospital_194,1570,S_046,1440
55703.0,-37.843509,145.054769,454 Burke Road,CAMBERWELL,12870000.0,house,2013,3.0,1.0,2.0,SC_099,1786,19912,956,16,0,hospital_168,226,S_113,1381
88081.0,-37.944009,145.045016,12 William Street,MOORABBIN,15900000.0,house,2015,3.0,1.0,2.0,SC_079,641,19872,533,39,0,hospital_110,1355,S_069,641
21404.0,-37.773076,144.96928,6 Horne Street,BRUNSWICK,10465000.0,house,2010,3.0,1.0,1.0,SC_008,3534,19968,1184,21,0,hospital_144,1538,S_138,826
8327.0,-37.752815,144.755943,25 Billungah Place,BURNSIDE,4667000.0,house,2014,4.0,3.0,0.0,SC_048,2416,20001,4720,36,0,hospital_057,6555,S_156,216
17542.0,-37.701048,144.934863,62 Justin Avenue,GLENROY,6370000.0,house,2014,3.0,1.0,2.0,SC_030,3324,20032,1989,0,0,hospital_104,4860,S_004,694
25591.0,-37.581875,144.927451,16 Rosleigh Drive,CRAIGIEBURN,5135000.0,house,2013,3.0,2.0,2.0,SC_005,1024,40221,2534,19,0,hospital_104,6318,S_178,1323
34604.0,-37.729411,145.026544,3 McComas Street,RESERVOIR,9860000.0,house,2015,2.0,1.0,2.0,SC_047,933,20010,2457,32,0,hospital_025,2171,S_225,477
44102.0,-37.71047211,145.0957947,107 Delta Road,GREENSBOROUGH,6050000.0,house,2009,2.0,1.0,2.0,SC_009,5055,19984,1336,33,0,hospital_075,1222,S_020,710
34370.0,-37.7228,144.999078,23 Taylor Avenue,RESERVOIR,7150000.0,house,2015,3.0,1.0,2.0,SC_103,1563,20011,655,29,0,hospital_139,490,S_084,1372
14555.0,-37.763455,144.896853,5 Morgan Street,ABERFELDIE,6768000.0,house,2013,3.0,1.0,2.0,SC_085,1235,20037,2257,0,0,hospital_068,1560,S_049,1227
50670.0,-37.794916,145.120641,1 Malcolm Crescent,DONCASTER,16000000.0,house,2015,5.0,2.0,2.0,SC_091,930,20042,2221,31,0,hospital_117,1663,S_188,813
11956.0,-37.707842,144.81153,9 Hakea Road,KEILOR,24500000.0,house,2015,5.0,3.0,3.0,SC_107,1829,20001,2779,36,0,hospital_057,4801,S_222,2047
88461.0,-37.954567,145.037137,13 Mary Avenue,HIGHETT,9584000.0,house,2011,3.0,1.0,1.0,SC_079,661,19872,769,39,0,hospital_110,1962,S_069,661
71717.0,-37.856732,145.226702,60 Amersham Drive,WANTIRNA,11440000.0,house,2015,5.0,3.0,2.0,SC_032,4028,19871,3270,41,0,hospital_008,664,S_226,1161
32241.0,-37.748974,145.014142,20 Mihil Street,PRESTON,8261000.0,house,2013,4.0,1.0,2.0,SC_103,1604,20013,1587,25,0,hospital_035,1451,S_105,1185
59233.0,-37.829861,145.198179,1/22 Walker Avenue,MITCHAM,8064000.0,house,2011,3.0,2.0,2.0,SC_088,2283,19900,1284,40,0,hospital_010,1831,S_202,2504
30904.0,-37.75625,145.000334,1A Hutton Street,THORNBURY,10200000.0,house,2014,3.0,2.0,1.0,SC_103,1530,20014,224,23,0,hospital_035,1033,S_105,598
1326.0,-37.797469,144.900914,67 Newell Street,FOOTSCRAY,10275000.0,house,2016,5.0,2.0,0.0,SC_011,2182,20025,415,14,0,hospital_003,1396,S_201,440
67376.0,-37.756615,145.365274,34 North Rd,LILYDALE,7290000.0,house,2015,4.0,2.0,2.0,SC_084,5716,19876,1957,59,0,hospital_151,1035,S_233,1704
68989.0,-37.846525,145.038582,26 Milton Parade,MALVERN,20790000.0,house,2015,4.0,2.0,2.0,SC_083,2400,19911,436,14,0,hospital_183,1565,S_235,1646
1953.0,-37.78676,144.876277,2/107 Ballarat Road,MAIDSTONE,6975000.0,house,2015,3.0,2.0,2.0,SC_052,1656,20023,1700,19,0,hospital_056,1247,S_149,1759
52611.0,-37.815826,144.995553,2 Ellis St,RICHMOND,12376000.0,house,2011,3.0,1.0,1.0,SC_068,2621,19978,466,6,0,hospital_171,106,S_076,567
29783.0,-37.767425,144.996908,25 Bent Street,NORTHCOTE,11295000.0,house,2015,1.0,1.0,0.0,SC_103,2599,20016,287,20,0,hospital_035,1285,S_105,1668
38531.0,-37.77127457,145.0421295,102 Waterdale Road,IVANHOE,4496000.0,house,2009,2.0,1.0,1.0,SC_001,308,19933,426,22,0,hospital_039,1454,S_219,279
54113.0,-37.824562,145.036752,14 Oxley Road,HAWTHORN,4275000.0,house,2013,4.0,1.0,1.0,SC_083,395,19904,284,20,0,hospital_127,233,S_208,443
1685.0,-37.808658,144.883991,112 Williamstown Road,KINGSVILLE,7200000.0,house,2015,3.0,1.0,2.0,SC_043,2850,20023,641,19,0,hospital_056,1434,S_201,1718
54028.0,-37.830232,145.032903,11 Glenroy Rd,HAWTHORN,6700000.0,house,2016,5.0,3.0,0.0,SC_083,939,19910,887,12,0,hospital_127,517,S_208,978
73671.0,-37.871639,145.283293,4/22 Aubrey Grove,BORONIA,5988000.0,house,2014,3.0,2.0,2.0,SC_049,3471,19869,1030,29,0,hospital_049,829,S_024,922
13961.0,-37.760070999999996,144.915519,18 Sherbourne Street,ESSENDON,10021000.0,house,2012,4.0,1.0,2.0,SC_011,2033,20037,377,0,0,hospital_128,582,S_025,958
88037.0,-37.93531036,145.0532532,1/506 South Road,MOORABBIN,3942000.0,house,2008,3.0,1.0,2.0,SC_046,1703,19872,1742,39,0,hospital_110,1843,S_069,1851
9882.0,-37.78182,144.927667,1 Farnham Street,FLEMINGTON,24000000.0,house,2016,4.0,2.0,2.0,SC_011,1284,20040,522,0,0,hospital_007,777,S_086,488
76946.0,-37.914877,145.116735,63 Manton Road,CLAYTON,8850000.0,house,2009,3.0,1.0,1.0,SC_042,4430,19915,990,38,0,hospital_077,589,S_169,1031
67033.0,-37.776566,145.349957,14 Harmony Close,LILYDALE,7711000.0,house,2015,4.0,2.0,2.0,SC_084,4350,19876,1943,59,0,hospital_113,1439,S_081,1522
25340.0,-37.596511,144.931393,13 Selwyn Avenue,CRAIGIEBURN,5695000.0,house,2015,3.0,1.0,2.0,SC_110,953,40221,1412,19,0,hospital_104,5085,S_178,369
26045.0,-37.582625,144.922612,23 Hurlingham Way,CRAIGIEBURN,6560000.0,house,2015,4.0,2.0,2.0,SC_005,772,40221,2893,19,0,hospital_104,6206,S_178,1637
8563.0,-37.762869,144.790313,5 Woodburn Avenue,CAIRNLEA,11560000.0,house,2013,3.0,2.0,2.0,SC_107,3752,20002,1964,33,0,hospital_057,2701,S_159,402
85602.0,-37.888502,145.008323,39A Shoobra Road,ELSTERNWICK,7380000.0,house,2012,2.0,1.0,2.0,SC_015,3565,19953,878,19,0,hospital_116,294,S_193,292
72473.0,-37.842712,145.250313,543 Mountain Highway,BAYSWATER,7700000.0,house,2016,4.0,2.0,2.0,SC_032,3637,19871,1463,41,0,hospital_002,2306,S_139,1845
24121.0,-37.693519,144.963916,19 Shaw Street,FAWKNER,5040000.0,house,2013,3.0,1.0,2.0,SC_030,3862,19961,860,35,0,hospital_139,4387,S_161,726
36265.0,-37.665724,145.034575,209 Darebin Drive,LALOR,3510000.0,house,2010,3.0,1.0,1.0,SC_062,5812,20005,1313,42,0,hospital_053,2390,S_229,1626
40473.0,-37.698119,145.06595,37 Cameron Parade,BUNDOORA,8400000.0,house,2016,3.0,1.0,2.0,SC_062,4764,19984,2306,33,0,hospital_041,692,S_155,1235
71663.0,-37.84990311,145.2434387,56 Dunbarton Drive,WANTIRNA,3285000.0,house,2009,3.0,2.0,2.0,SC_032,3767,19871,1977,41,0,hospital_179,1771,S_139,2686
5391.0,-37.790874,144.852187,1 Arthur Street,BRAYBROOK,10560000.0,house,2016,2.0,1.0,1.0,SC_043,1068,20022,1419,21,0,hospital_174,2496,S_149,1068
63511.0,-37.787818,145.273981,130 Maroondah Highway,CROYDON,4656000.0,house,2015,2.0,1.0,1.0,SC_022,1445,19878,1014,50,0,hospital_164,2741,S_181,1082
20035.0,-37.795818,144.973568,122 Canning Street,CARLTON,11578000.0,house,2013,2.0,1.0,0.0,SC_008,1518,19843,1390,8,0,hospital_188,959,S_200,529
96344.0,-37.99695,145.2611542,Lot 505 Weerana Way,HALLAM,3850000.0,house,2012,4.0,2.0,2.0,SC_077,1616,19885,2130,58,0,hospital_119,4819,S_212,871
91903.0,-37.981069,145.091541,1 Dallas Street,MENTONE,7865000.0,house,2011,3.0,1.0,2.0,SC_003,948,19864,2017,40,0,hospital_001,2257,S_003,1623
52030.0,-37.819491,144.997421,1 Hodgson Terrace,RICHMOND,19500000.0,house,2016,3.0,2.0,1.0,SC_038,2269,19907,631,6,0,hospital_171,353,S_076,924
66249.0,-37.783363,145.322628,325 Hull Road,MOOROOLBARK,9380000.0,house,2010,3.0,1.0,0.0,SC_084,2502,19877,1145,54,0,hospital_113,4080,S_224,2195
7680.0,-37.735815,144.821447,9 Donnelly Court,KEALBA,3750000.0,house,2015,3.0,1.0,2.0,SC_107,1745,20003,2375,31,0,hospital_005,2348,S_222,2068
32886.0,-37.737948,145.015607,5 Murphy Grove,PRESTON,5120000.0,house,2013,3.0,2.0,2.0,SC_103,1527,20011,1672,29,0,hospital_035,2435,S_084,1423
869.0,-37.8024292,144.8955994,32 Raleigh Street,FOOTSCRAY,8320000.0,house,2008,3.0,1.0,1.0,SC_085,2730,20024,459,17,0,hospital_003,1175,S_201,308
75333.0,-37.903620000000004,145.058841,6 Longstaff Street,CARNEGIE,24000000.0,house,2016,4.0,2.0,1.0,SC_041,1721,19919,1550,29,0,hospital_159,1917,S_015,1479
56445.0,-37.856243,145.121624,247 Highbury Road,BURWOOD,7596000.0,house,2010,3.0,1.0,3.0,SC_037,3398,19875,1878,29,0,hospital_047,1809,S_097,1456
38502.0,-37.755268,145.050298,1/34 Edwin Street,IVANHOE,9015000.0,house,2016,3.0,2.0,0.0,SC_001,1492,19934,860,25,0,hospital_090,948,S_219,1521
72189.0,-37.8284781,145.2687656,20/279-287 Bayswater Road,BAYSWATER NORTH,5760000.0,house,2014,3.0,2.0,1.0,SC_022,3125,19870,1214,47,0,hospital_164,2396,S_139,1342
58762.0,-37.809565,145.167965,24 Robyn Drive,NUNAWADING,10205000.0,house,2014,4.0,2.0,2.0,SC_002,977,19899,1269,37,0,hospital_034,1837,S_202,1600
15568.0,-37.732359,144.875486,16 Spring Street,NIDDRIE,9750000.0,house,2013,3.0,2.0,1.0,SC_010,2097,20037,5017,0,0,hospital_184,3415,S_198,2288
29399.0,-37.765932,144.990086,139 Beavers Road,NORTHCOTE,11690000.0,house,2015,3.0,1.0,0.0,SC_103,2741,20016,680,20,0,hospital_035,1996,S_105,2027
59938.0,-37.807729,145.198687,4 Flinders Street,MITCHAM,11330000.0,house,2015,4.0,2.0,2.0,SC_088,2376,19900,1200,40,0,hospital_010,568,S_202,2905
81532.0,-37.972473,145.215495,8 Vizard Street,DANDENONG,6591000.0,house,2013,3.0,1.0,3.0,SC_112,1336,19888,1723,53,0,hospital_048,334,S_183,964
80519.0,-37.983489,145.166497,8 Lugarno Court,KEYSBOROUGH,3448000.0,house,2014,3.0,1.0,2.0,SC_057,1136,19890,1886,48,0,hospital_096,1053,S_079,1098
95452.0,-37.907429,145.027712,3 Clee Street,MCKINNON,12285000.0,house,2011,3.0,1.0,2.0,SC_046,3155,19940,1207,36,0,hospital_126,1117,S_107,1945
16307.0,-37.694959,144.928154,106 Bindi Street,GLENROY,7106000.0,house,2015,2.0,1.0,1.0,SC_072,4080,20031,1369,4,0,hospital_104,4123,S_209,1107
39225.0,-37.7533027,145.0396075,46 O'Keefe  Street,BELLFIELD,3500000.0,house,2013,2.0,1.0,2.0,SC_001,1355,19933,1563,22,0,hospital_090,1103,S_219,1383
1012.0,-37.805177,144.885251,41 Williamstown Road,SEDDON,15750000.0,house,2016,2.0,1.0,2.0,SC_043,2843,20023,306,19,0,hospital_056,1101,S_201,1476
50081.0,-37.770149,145.092406,26 Apex Crescent,BULLEEN,7749000.0,house,2014,3.0,1.0,1.0,SC_009,414,19935,3727,26,0,hospital_193,2553,S_154,366
16561.0,-37.695711,144.921133,149a View Street,GLENROY,2960000.0,house,2010,3.0,1.0,1.0,SC_082,3892,20031,590,4,0,hospital_104,4101,S_209,990
83851.0,-37.854654,145.004546,30 Banole Avenue,PRAHRAN,18340000.0,house,2015,3.0,1.0,1.0,SC_038,1348,19947,955,20,0,hospital_132,485,S_115,608
76188.0,-37.9068036,145.1104272,41  Berkeley St,HUNTINGDALE,7800000.0,house,2012,3.0,1.0,2.0,SC_042,3416,19916,976,35,0,hospital_166,848,S_169,1971
86836.0,-37.931062,144.992922,5 New Street,BRIGHTON,23520000.0,house,2011,4.0,2.0,2.0,SC_046,5114,19950,591,23,0,hospital_036,1586,S_088,1178
6520.0,-37.788751,144.842206,26 Union Street,SUNSHINE,4180000.0,house,2012,2.0,1.0,1.0,SC_102,1124,20021,1038,25,0,hospital_174,1474,S_080,1203
84467.0,-37.8509519,144.9909395,9B Percy Street,PRAHRAN,11040000.0,house,2012,2.0,2.0,1.0,SC_066,443,19958,177,9,0,hospital_155,584,S_053,1574
31755.0,-37.739221,144.989173,115 Cramer Street,PRESTON,13380000.0,house,2016,3.0,1.0,2.0,SC_103,1422,20012,1264,27,0,hospital_139,2208,S_030,1076
30520.0,-37.77696609,144.9943237,95 Charles Street,NORTHCOTE,11040000.0,house,2008,2.0,1.0,0.0,SC_103,3512,20017,170,18,0,hospital_035,1976,S_060,2550
446.0,-37.797161,144.888658,177 Gordon Street,FOOTSCRAY,6084000.0,house,2010,3.0,1.0,1.0,SC_085,2161,20023,562,19,0,hospital_003,452,S_201,1091
80002.0,-37.997097,145.175723,26 Malmo Court,KEYSBOROUGH,9000000.0,house,2015,3.0,2.0,2.0,SC_057,480,19889,2467,50,0,hospital_096,613,S_079,517
26660.0,-37.603992,144.923919,37 Exmouth Road,CRAIGIEBURN,4270000.0,house,2013,4.0,2.0,2.0,SC_016,1512,40221,2168,19,0,hospital_104,4272,S_178,1444
44589.0,-37.71577835,145.1033936,20 Glenice Street,GREENSBOROUGH,3560000.0,house,2009,2.0,1.0,2.0,SC_009,4728,19985,1207,37,0,hospital_075,1010,S_020,1077
37056.0,-37.63231,145.024186,20 Baltic Grove,EPPING,6720000.0,house,2016,4.0,2.0,2.0,SC_062,7050,20005,1946,42,0,hospital_053,1954,S_196,1662
92503.0,-37.991878,145.084621,1 Keith Street,PARKDALE,13300000.0,house,2016,3.0,1.0,2.0,SC_003,1957,19864,929,40,0,hospital_001,1316,S_003,1093
3670.0,-37.815924,144.8795,52 Severn Street,YARRAVILLE,13840000.0,house,2016,3.0,1.0,0.0,SC_043,2849,19996,1161,15,0,hospital_056,2205,S_201,2481
90376.0,-37.96042252,145.0454102,25 Stuart Avenue,CHELTENHAM,5280000.0,house,2009,2.0,1.0,1.0,SC_079,1137,19872,1163,39,0,hospital_082,1268,S_069,1137
82652.0,-37.902132,145.276846,20 Sanctuary Crescent,ROWVILLE,12104000.0,house,2015,4.0,2.0,2.0,SC_049,3564,19868,2773,0,0,hospital_049,3675,S_199,1958
37009.0,-37.635477,145.02585,2 Helios Walk,EPPING,4500000.0,house,2012,3.0,2.0,2.0,SC_062,6802,20005,1614,42,0,hospital_053,1800,S_196,1779
45979.0,-37.711678,145.119217,23 Kelvin Avenue,MONTMORENCY,13398000.0,house,2016,3.0,2.0,2.0,SC_051,5691,19986,417,40,0,hospital_075,1601,S_210,2011
90285.0,-37.968385,145.062766,21 Devon Street,CHELTENHAM,10960000.0,house,2016,3.0,1.0,2.0,SC_003,2938,19866,927,36,0,hospital_082,981,S_023,1122
29887.0,-37.780781,144.998583,3 South Crescent,NORTHCOTE,14705000.0,house,2012,3.0,2.0,1.0,SC_103,3775,19928,73,13,0,hospital_035,1928,S_060,2543
52865.0,-37.815935,145.002674,271 Highett Street,RICHMOND,10320000.0,house,2011,4.0,1.0,1.0,SC_038,2330,19907,1140,6,0,hospital_122,386,S_076,978
77166.0,-37.9372139,145.101944,21 Cooinda Crescent,CLARINDA,9200000.0,house,2009,4.0,2.0,2.0,SC_003,3412,19915,2364,38,0,hospital_076,2507,S_170,1987
58273.0,-37.817133,145.147536,65 Whitehorse Road,BLACKBURN,12750000.0,house,2012,3.0,2.0,2.0,SC_002,2672,19898,384,35,0,hospital_060,1730,S_018,1305
73433.0,-37.85832,145.274871,29 Rowson Street,BORONIA,9058000.0,house,2015,5.0,2.0,2.0,SC_049,4969,19869,1076,29,0,hospital_002,788,S_024,1123
78010.0,-37.92216873,145.1681824,4 Batman Grove,MULGRAVE,5325000.0,house,2009,2.0,1.0,2.0,SC_073,2454,19913,2988,43,0,hospital_101,4238,S_148,1738
52593.0,-37.82041,145.008415,195 Burnley Street,RICHMOND,7224000.0,house,2016,2.0,1.0,1.0,SC_038,1838,19906,659,12,0,hospital_122,533,S_076,1736
21602.0,-37.757621,144.971036,86 Davies Street,BRUNSWICK,14430000.0,house,2015,3.0,1.0,0.0,SC_030,3271,19966,1064,26,0,hospital_144,134,S_173,1473
62456.0,-37.827699,145.253326,1/10 Swain Court,HEATHMONT,8512000.0,house,2014,3.0,2.0,1.0,SC_032,3051,19871,977,41,0,hospital_164,1841,S_139,2056
12801.0,-37.70005417,144.7552033,26a Hannah Avenue,HILLSIDE,3080000.0,house,2008,3.0,2.0,1.0,SC_048,3357,20000,2114,39,0,hospital_057,8589,S_163,644
11480.0,-37.781855,144.937259,47 Mooltan Street,TRAVANCORE,11000000.0,house,2016,2.0,1.0,1.0,SC_011,2351,19971,617,16,0,hospital_102,855,S_086,1151
52594.0,-37.824786,145.002492,196 Coppin Street,RICHMOND,7550000.0,house,2010,2.0,1.0,0.0,SC_038,1575,19906,617,12,0,hospital_122,453,S_102,1556
10865.0,-37.785644,144.923877,77 Edinburgh Street,FLEMINGTON,5288000.0,house,2013,2.0,1.0,1.0,SC_011,910,20040,588,0,0,hospital_007,1008,S_086,467
14532.0,-37.759589,144.910329,49 Robb Street,ESSENDON,13950000.0,house,2014,4.0,1.0,3.0,SC_011,2174,20037,730,0,0,hospital_128,877,S_197,1372
25096.0,-37.595661,144.906071,11 Conservation Drive,CRAIGIEBURN,6955000.0,house,2015,4.0,2.0,2.0,SC_016,900,40221,4184,19,0,hospital_104,5261,S_178,3112
60001.0,-37.812007,145.187973,44 Ormond Avenue,MITCHAM,4600000.0,house,2010,3.0,1.0,2.0,SC_088,1149,19900,706,40,0,hospital_070,679,S_202,1701
50674.0,-37.7779541,145.1392365,1 McCallum Road,DONCASTER,15400000.0,house,2009,4.0,2.0,2.0,SC_091,1694,19897,3915,35,0,hospital_194,2707,S_188,1886
438.0,-37.800271,144.888702,172 Geelong Road,FOOTSCRAY,6650000.0,house,2016,2.0,1.0,1.0,SC_085,2444,20024,369,17,0,hospital_056,707,S_201,1037
2841.0,-37.811837,144.887833,14 Hood Street,YARRAVILLE,8820000.0,house,2013,4.0,2.0,1.0,SC_043,3365,19996,433,15,0,hospital_056,1712,S_201,1517
94304.0,-37.95823288,145.080246,18 Birkdale Avenue,HEATHERTON,5175000.0,house,2008,4.0,2.0,2.0,SC_003,1532,19865,2733,38,0,hospital_109,726,S_003,2383
17835.0,-37.713027,144.939073,9 Jensen Street,HADFIELD,7120000.0,house,2013,3.0,1.0,2.0,SC_030,2152,20033,2004,13,0,hospital_084,4316,S_004,548
7624.0,-37.739083,144.824368,7 Stenson Road,KEALBA,3210000.0,house,2013,3.0,1.0,1.0,SC_107,2172,20003,2350,31,0,hospital_005,2188,S_222,2479
88678.0,-37.949353,145.029042,24 Gilarth Street,HIGHETT,14960000.0,house,2010,3.0,2.0,3.0,SC_079,1339,19872,1430,39,0,hospital_058,1587,S_214,849
45819.0,-37.719568,145.126774,13/101 Rattray Road,MONTMORENCY,6160000.0,house,2015,3.0,2.0,2.0,SC_051,5571,19986,703,40,0,hospital_075,2674,S_210,3085
24402.0,-37.70897293,144.9750366,40 Percy Street,FAWKNER,4656000.0,house,2009,3.0,1.0,3.0,SC_030,3500,19962,1693,33,0,hospital_139,2679,S_030,2106
61722.0,-37.813147,145.218212,3 Grant Crescent,RINGWOOD,11340000.0,house,2015,2.0,1.0,2.0,SC_032,1180,19901,800,42,0,hospital_010,2695,S_040,1178
23818.0,-37.61101532,144.9116821,9 Candlebark Drive,GREENVALE,3375000.0,house,2009,3.0,2.0,2.0,SC_016,1669,40221,3620,19,0,hospital_104,3743,S_178,2928
73711.0,-37.855937,145.299868,43 McDonald Crescent,BORONIA,5170000.0,house,2012,3.0,1.0,2.0,SC_049,3642,19869,1772,29,0,hospital_049,2004,S_146,1640
24920.0,-37.58686829,144.904541,1 Tranquillity Place,CRAIGIEBURN,5445000.0,house,2008,4.0,2.0,2.0,SC_016,1170,40221,4526,19,0,hospital_104,6076,S_178,3343
69933.0,-37.86664581,145.1089172,31 Raymond Street,ASHWOOD,10125000.0,house,2009,4.0,2.0,3.0,SC_042,2170,19840,726,27,0,hospital_089,1846,S_112,1687
87517.0,-37.931383,145.000891,21 The Avenue,HAMPTON,16500000.0,house,2014,4.0,2.0,0.0,SC_046,4234,19949,604,26,0,hospital_036,1055,S_088,546
2238.0,-37.80464172,144.8831024,4 Chirnside Street,KINGSVILLE,6270000.0,house,2008,3.0,1.0,1.0,SC_043,2603,20023,357,19,0,hospital_056,1103,S_201,1696
9763.0,-37.901159,144.634429,2 Dalpura Court,WERRIBEE,3825000.0,house,2015,3.0,1.0,2.0,SC_012,3596,19921,2975,39,0,hospital_073,5483,S_236,3185
21766.0,-37.75114441,144.9568634,10 Wattle Grove,COBURG,9310000.0,house,2009,4.0,2.0,3.0,SC_030,1865,19966,630,26,0,hospital_084,318,S_172,1270
27563.0,-37.609105,144.919345,7 Eldergreen Circuit,CRAIGIEBURN,3816000.0,house,2012,3.0,1.0,2.0,SC_016,1600,40221,2750,19,0,hospital_104,3790,S_178,2134
62576.0,-37.828679,145.2634872,15 Park Close,HEATHMONT,20400000.0,house,2013,3.0,2.0,1.0,SC_022,3476,19870,1301,47,0,hospital_164,2105,S_139,1361
49705.0,-37.812648,145.090365,7 Parring Road,BALWYN,20640000.0,house,2012,5.0,2.0,2.0,SC_020,3559,19894,1080,30,0,hospital_117,2881,S_136,1479
41725.0,-37.749604,145.065954,174 HAWDON STREET,HEIDELBERG,7650000.0,house,2011,3.0,1.0,1.0,SC_017,630,19936,614,27,0,hospital_066,693,S_100,914
76028.0,-37.903732,145.088924,29 Queens Avenue,OAKLEIGH,10175000.0,house,2010,3.0,2.0,2.0,SC_087,1618,19917,314,33,0,hospital_166,1941,S_026,1597
78729.0,-37.937227,145.157247,18 Kemp St,SPRINGVALE,5050000.0,house,2013,3.0,1.0,2.0,SC_073,4268,19913,1198,43,0,hospital_124,3882,S_075,1612
24910.0,-37.591935,144.935782,1 Riversdale Street,CRAIGIEBURN,4080000.0,house,2012,4.0,2.0,0.0,SC_110,726,40221,1230,19,0,hospital_104,5620,S_178,273
81514.0,-37.984846,145.223395,8 Aratula Street,DANDENONG,5665000.0,house,2012,3.0,1.0,1.0,SC_112,949,19888,1592,53,0,hospital_119,493,S_184,790
46071.0,-37.710567,145.123871,4/29 Baldwin Avenue,MONTMORENCY,8480000.0,house,2010,3.0,2.0,2.0,SC_051,5224,19986,505,40,0,hospital_075,2064,S_210,2467
64081.0,-37.80052567,145.2637482,27 Mt Dandenong Road,CROYDON,5600000.0,house,2009,3.0,1.0,1.0,SC_022,2155,19879,1836,46,0,hospital_164,1123,S_157,1011
63375.0,-37.792155,145.25925,10A Kallay Street,CROYDON,6204000.0,house,2015,3.0,2.0,1.0,SC_022,2727,19879,2073,46,0,hospital_164,1484,S_157,654
60568.0,-37.839796,145.187015,2 Masaryk Court,VERMONT,11900000.0,house,2015,3.0,1.0,1.0,SC_088,2045,19900,2066,40,0,hospital_010,2795,S_202,1884
65950.0,-37.769077,145.309896,2 Nicole Court,MOOROOLBARK,8658000.0,house,2015,4.0,2.0,2.0,SC_084,1096,19877,1461,54,0,hospital_113,5039,S_058,1119
90073.0,-37.973847,145.072595,153 Warrigal Road,CHELTENHAM,13760000.0,house,2012,3.0,1.0,2.0,SC_003,1850,19865,1104,38,0,hospital_133,950,S_003,1063
16649.0,-37.702423,144.919574,174 Melbourne Avenue,GLENROY,6435000.0,house,2015,3.0,1.0,2.0,SC_082,3270,20032,325,0,0,hospital_184,3974,S_209,590
57079.0,-37.81588,145.062003,17 Mon't Albert Road,CANTERBURY,32400000.0,house,2011,4.0,3.0,2.0,SC_099,889,19853,1042,23,0,hospital_064,1659,S_113,1265
54902.0,-37.847656,145.072966,1075 Toorak Road,CAMBERWELL,7600000.0,house,2010,3.0,1.0,0.0,SC_099,2699,19850,442,41,0,hospital_098,1998,S_160,1175
82405.0,-37.988737,145.242779,77 Tristania Street,DOVETON,3333000.0,house,2014,3.0,1.0,1.0,SC_077,1625,19888,3681,53,0,hospital_119,2671,S_195,1958
15351.0,-37.734583,144.919265,49 Loeman Street,STRATHMORE,11984000.0,house,2014,3.0,1.0,1.0,SC_082,1525,20034,1053,0,0,hospital_184,1729,S_197,1334
60074.0,-37.830121,145.210122,50 Churinga Avenue,MITCHAM,5000000.0,house,2014,3.0,1.0,2.0,SC_032,2617,19901,1068,42,0,hospital_010,2532,S_040,2657
54510.0,-37.819015,145.039357,41 Liddiard Street,HAWTHORN,16240000.0,house,2015,2.0,1.0,0.0,SC_083,439,19904,394,20,0,hospital_127,753,S_208,442
